category,term,count,suggested_cn,suggestion_status,covered_by_existing_glossary,existing_targets,first_call_order,first_egpack,first_id,first_speaker_jp,first_context_jp,decision,confirmed_translation,note
katakana_foreign_word,ビッグマム・コンビ,1,Big Mom组合,沿用已有,yes,Big Mom组合,1307,040_UAF_DAY94_01.egpack,game_t01306,,メル＝リリア連合に続き、\wビッグマム・コンビの誕生も近いなこりゃ…\w…\w。,,Big Mom组合,
katakana_foreign_word,ビッグ・マム２,1,Big Mom 2号,沿用已有,yes,Big Mom 2号,1829,050_UAF_DAY95_01.egpack,game_t01828,ウィル,「このビッグ・マム２号――！　帰りは俺に運んで貰うつもりか――！？」,,Big Mom 2号,
katakana_foreign_word,ピクニック・プラン,1,野餐计划,沿用已有,yes,野餐计划,1577,050_UAF_DAY95_01.egpack,game_t01576,ダリル,「本日のピクニック・プランを説明するよ」,,野餐计划,
katakana_foreign_word,メモリアル・デイ,1,阵亡将士纪念日,沿用已有,yes,阵亡将士纪念日,2530,060_UAF_DAY96_01.egpack,game_t02529,,メモリアル・デイ――過去に戦死したあらゆる米国軍人を追悼する記念日だ。,,阵亡将士纪念日,
katakana_foreign_word,モン・サン・ミシェル,1,圣米歇尔山,沿用已有,yes,圣米歇尔山,989,040_UAF_DAY94_01.egpack,game_t00988,リリア,「あのモン・サン・ミシェル要塞にいたこともあるんだから」,,圣米歇尔山,
katakana_foreign_word,モード・オート・スペシャル,1,自动特殊模式,沿用已有,yes,自动特殊模式,3268,090_UAF_DAY99_01.egpack,game_t03267,オールストン准将,「よろしい！　光線属種は存在しないものと判断する。――モード・オート・スペシャル！　ありったけの誘導弾を叩き込め！」,,自动特殊模式,
katakana_military_or_foreign,グラハム・ローゼンバーグ,1,格雷厄姆·罗森伯格,沿用已有,yes,格雷厄姆·罗森伯格,2867,080_UAF_DAY98_01.egpack,game_t02866,航海長,「海兵隊第３１８戦術歩行戦闘機隊、\wグラハム・ローゼンバーグ中尉、\wレナード・ヴァンゴーア少尉――」,,格雷厄姆·罗森伯格,
katakana_military_or_foreign,ビッグ・マム,1,Big Mom,沿用已有,yes,Big Mom,1555,040_UAF_DAY94_01.egpack,game_t01554,ウィル,「そういや隊長も説明して無かったな。ビッグ・マムにも抜かりはあるってことか」,,Big Mom,
katakana_military_or_foreign,ブラディ・ナイトメア,1,血色噩梦,沿用已有,yes,血色噩梦,2988,090_UAF_DAY99_01.egpack,game_t02987,,第５３６海兵戦術機隊『ブラディ・ナイトメア』\n…\w…\wリリアが前にいた部隊だ。,,血色噩梦,
katakana_military_or_foreign,レナード・ヴァンゴーア,1,伦纳德·梵高尔,沿用已有,yes,伦纳德·梵高尔,2867,080_UAF_DAY98_01.egpack,game_t02866,航海長,「海兵隊第３１８戦術歩行戦闘機隊、\wグラハム・ローゼンバーグ中尉、\wレナード・ヴァンゴーア少尉――」,,伦纳德·梵高尔,
katakana_military_or_foreign,ローカルデータベース,1,本地数据库,沿用已有,yes,本地数据库,2028,060_UAF_DAY96_01.egpack,game_t02027,ウィル,「元々あれに所属してた海軍補給部隊の情報なら、\wＪＦＫのローカルデータベースにも残ってたってさ」,,本地数据库,
katakana_person,ダリル・ザ・ビッグマム・マクマナス,1,达里尔·“Big Mom”·麦克马纳斯,沿用已有,yes,达里尔·“Big Mom”·麦克马纳斯,954,040_UAF_DAY94_01.egpack,game_t00953,,ああ偉大なるおっかさん、\wダリル・ザ・ビッグマム・マクマナス。,,达里尔·“Big Mom”·麦克马纳斯,
katakana_person,ダリル・Ａ・マクマナス,1,达里尔·A·麦克马纳斯,沿用已有,yes,达里尔·A·麦克马纳斯,953,040_UAF_DAY94_01.egpack,game_t00952,ウィル,「もちろん我らがママ、\wダリル・Ａ・マクマナス隊長のことさ」,,达里尔·A·麦克马纳斯,
katakana_person,リリア・シェル,1,莉莉娅·谢尔,沿用已有,yes,莉莉娅·谢尔,167,020_UAF_DAY91_01.egpack,game_t00166,少尉,「…\w…\w了解…\w…\w…\w…\wらはリリア・シェル…\w…\w少尉…\w…\w…\w…\w願います…\w…\w」,,莉莉娅·谢尔,
katakana_ship_or_codename,ケネディ・ホテル,1,肯尼迪旅馆,沿用已有,yes,肯尼迪旅馆,650,030_UAF_DAY93_01.egpack,game_t00649,ウィル,「そういやそうか。ま、\w仲間内じゃ『ケネディ・ホテル』とか呼ばれてるよ」,,肯尼迪旅馆,
katakana_ship_or_codename,ジョン・F・ケネディ,1,约翰·F·肯尼迪,沿用已有,yes,约翰·F·肯尼迪,2908,080_UAF_DAY98_01.egpack,game_t02907,航海長,「以上を以って、\wジョン・F・ケネディ母艦打撃群部隊葬を終わる！」,,约翰·F·肯尼迪,
katakana_ship_or_codename,ビッグ・ケネディ,1,大肯尼迪,沿用已有,yes,大肯尼迪,805,030_UAF_DAY93_01.egpack,game_t00804,ダリル,「そうだ。ビッグ・ケネディは水と泥に囲まれてるおかげで、\wひっくり返らずにいられたってワケさ」,,大肯尼迪,
katakana_ship_or_codename,ホテル・ケネディ,1,肯尼迪旅馆,沿用已有,yes,肯尼迪旅馆,1178,040_UAF_DAY94_01.egpack,game_t01177,メルヴィナ,「それでこっちにお呼ばれしてるってわけ。ホテル・ケネディに部屋ももらったしさ」,,肯尼迪旅馆,
ruby_reading_katakana,アテンション・オン・デック,1,全员立正,沿用已有,yes,全员立正,,030_UAF_DAY93_01.egpack,game_t00664_ruby,,総員気をつけ:アテンション・オン・デック,,全员立正,
ruby_reading_katakana,インペリアル,1,帝国,沿用已有,yes,帝国,,040_UAF_DAY94_01.egpack,game_t01499_ruby,,日本帝国:インペリアル,,帝国,
ruby_reading_katakana,ウチ,1,我方/本舰,沿用已有,yes,我方/本舰,,020_UAF_DAY91_01.egpack,game_t00091_ruby,,母艦自体:ウチ,,我方/本舰,
ruby_reading_katakana,クリーン・アメリカンズ,1,纯正美国人,沿用已有,yes,纯正美国人,,040_UAF_DAY94_01.egpack,game_t01532_ruby,,正純米国主義:クリーン・アメリカンズ,,纯正美国人,
ruby_reading_katakana,グランド・オーシャン・スライド,1,大海崩,沿用已有,yes,大海崩,,030_UAF_DAY93_01.egpack,game_t00672_ruby,,大海崩:グランド・オーシャン・スライド,,大海崩,
ruby_reading_katakana,ジェーン・ドゥ,1,无名女尸,沿用已有,yes,无名女尸,,060_UAF_DAY96_01.egpack,game_t02044_ruby,,名無しの死体:ジェーン・ドゥ,,无名女尸,
ruby_reading_katakana,スーパーホーネット,1,超级大黄蜂,沿用已有,yes,超级大黄蜂,,020_UAF_DAY91_01.egpack,game_t00318_ruby,,Ｆ－１８Ｅ:スーパーホーネット,,超级大黄蜂,
ruby_reading_katakana,タイプ,1,类型,沿用已有,yes,类型,,020_UAF_DAY91_01.egpack,game_t00029_ruby,,奴:タイプ,,类型,
ruby_reading_katakana,デストロイヤー,1,驱逐舰,沿用已有,yes,驱逐舰,,090_UAF_DAY99_01.egpack,game_t03214_ruby,,突撃:デストロイヤー,,驱逐舰,
ruby_reading_katakana,トップヘビー,1,头重脚轻,沿用已有,yes,头重脚轻,,030_UAF_DAY93_01.egpack,game_t00803_ruby,,頭でっかち:トップヘビー,,头重脚轻,
ruby_reading_katakana,パワーダイブ,1,动力俯冲,沿用已有,yes,动力俯冲,,050_UAF_DAY95_01.egpack,game_t01859_ruby,,動力降下:パワーダイブ,,动力俯冲,
ruby_reading_katakana,ビッグ・ケネディ,1,大肯尼迪,沿用已有,yes,大肯尼迪,,040_UAF_DAY94_01.egpack,game_t00936_ruby,,ＪＦＫ:ビッグ・ケネディ,,大肯尼迪,
ruby_reading_katakana,ビンゴ・フュエル,1,返航燃料,沿用已有,yes,返航燃料,,050_UAF_DAY95_01.egpack,game_t01791_ruby,,帰投可能推進剤残量:ビンゴ・フュエル,,返航燃料,
ruby_reading_katakana,フネ,1,船,沿用已有,yes,船,,030_UAF_DAY93_01.egpack,game_t00626_ruby,,母艦:フネ,,船,
ruby_reading_katakana,ブラック・ナイヴス・ドント・クイット,1,黑刃永不放弃,沿用已有,yes,黑刃永不放弃,,020_UAF_DAY91_01.egpack,game_t00086_ruby,,第３１８戦術機隊は諦めない:ブラック・ナイヴス・ドント・クイット,,黑刃永不放弃,
ruby_reading_katakana,ブラディ・ナイトメア,1,血色噩梦,沿用已有,yes,血色噩梦,,040_UAF_DAY94_01.egpack,game_t00994_ruby,,第５３６戦術機隊:ブラディ・ナイトメア,,血色噩梦,
ruby_reading_katakana,ボデイバッグ,1,尸袋,沿用已有,yes,尸袋,,050_UAF_DAY95_01.egpack,game_t01889_ruby,,死体袋:ボデイバッグ,,尸袋,
ruby_reading_katakana,レイジング・バスターズ,1,狂怒破坏者队,沿用已有,yes,狂怒破坏者队,,090_UAF_DAY99_01.egpack,game_t03199_ruby,,海軍戦術機隊:レイジング・バスターズ,,狂怒破坏者队,
ruby_reading_katakana,レーザー,1,激光,沿用已有,yes,激光,,090_UAF_DAY99_01.egpack,game_t03302_ruby,,光線:レーザー,,激光,
ruby_term,あなたたち,1,你们,沿用已有,yes,你们,,060_UAF_DAY96_01.egpack,game_t02167_ruby,,あなたたち:・・・・・,,你们,
ruby_term,かもしれない,1,也许,沿用已有,yes,也许,,040_UAF_DAY94_01.egpack,game_t01473_ruby,,かもしれない:・・・・・・;だろう:・・・,,也许,
ruby_term,これからも,1,今后也,沿用已有,yes,今后也,,050_UAF_DAY95_01.egpack,game_t01726_ruby,,これからも:・・・・・,,今后也,
ruby_term,そんなの必要ない,1,不需要那种东西,沿用已有,yes,不需要那种东西,,050_UAF_DAY95_01.egpack,game_t01890_ruby,,そんなの必要ない:・・・・・・・・,,不需要那种东西,
ruby_term,まだ,1,还,沿用已有,yes,还,,090_UAF_DAY99_01.egpack,game_t03082_ruby,,まだ:・・,,还,
ruby_term,体重,1,体重,沿用已有,yes,体重,,020_UAF_DAY91_01.egpack,game_t00364_ruby,,体重:・・,,体重,
ruby_term,俺たちは皆,1,我们所有人,沿用已有,yes,我们所有人,,060_UAF_DAY96_01.egpack,game_t02679_ruby,,俺たちは皆:・・・・・,,我们所有人,
ruby_term,光線,1,激光,沿用已有,yes,激光,,090_UAF_DAY99_01.egpack,game_t03302_ruby,,光線:レーザー,,激光,
ruby_term,分隊編成,1,分队编成,沿用已有,yes,分队编成,,060_UAF_DAY96_01.egpack,game_t02431_ruby,,分隊編成:エレメント,,分队编成,
ruby_term,到着予想時刻,1,预计到达时间,沿用已有,yes,预计到达时间,,050_UAF_DAY95_01.egpack,game_t01934_ruby,,到着予想時刻:ＥＴＡ,,预计到达时间,
ruby_term,動力降下,1,动力下降,沿用已有,yes,动力下降,,050_UAF_DAY95_01.egpack,game_t01859_ruby,,動力降下:パワーダイブ,,动力下降,
ruby_term,名無しの死体,1,无名尸体,沿用已有,yes,无名尸体,,060_UAF_DAY96_01.egpack,game_t02044_ruby,,名無しの死体:ジェーン・ドゥ,,无名尸体,
ruby_term,大海崩,1,大海崩,沿用已有,yes,大海崩,,030_UAF_DAY93_01.egpack,game_t00672_ruby,,大海崩:グランド・オーシャン・スライド,,大海崩,
ruby_term,孤島,1,孤岛,沿用已有,yes,孤岛,,020_UAF_DAY91_01.egpack,game_t00096_ruby,,孤島:アイランド;艦橋構造物:アイランド,,孤岛,
ruby_term,帰投可能推進剤残量,1,返航燃料余量,沿用已有,yes,返航燃料余量,,050_UAF_DAY95_01.egpack,game_t01791_ruby,,帰投可能推進剤残量:ビンゴ・フュエル,,返航燃料余量,
ruby_term,性能のいい,1,性能好的,沿用已有,yes,性能好的,,050_UAF_DAY95_01.egpack,game_t01723_ruby,,性能のいい:・・・・・,,性能好的,
ruby_term,捷報,1,捷报,沿用已有,yes,捷报,,010_UAFプロローグ.egpack,game_t00009_ruby,,捷報:しょうほう,,捷报,
ruby_term,日本帝国,1,日本帝国,沿用已有,yes,日本帝国,,040_UAF_DAY94_01.egpack,game_t01499_ruby,,日本帝国:インペリアル,,日本帝国,
ruby_term,未帰還,1,未归还,沿用已有,yes,未归还,,060_UAF_DAY96_01.egpack,game_t02068_ruby,,未帰還:ＭＩＡ;戦死:ＫＩＡ,,未归还,
ruby_term,本来の隊長,1,原本的队长,沿用已有,yes,原本的队长,,060_UAF_DAY96_01.egpack,game_t02644_ruby,,本来の隊長:・・・・・,,原本的队长,
ruby_term,正純米国主義,1,纯正美国主义,沿用已有,yes,纯正美国主义,,040_UAF_DAY94_01.egpack,game_t01532_ruby,,正純米国主義:クリーン・アメリカンズ,,纯正美国主义,
ruby_term,死体も出ない,1,连尸体都找不到,沿用已有,yes,连尸体都找不到,,060_UAF_DAY96_01.egpack,game_t02064_ruby,,死体も出ない:・・・・・・,,连尸体都找不到,
ruby_term,死体袋,1,尸袋,沿用已有,yes,尸袋,,050_UAF_DAY95_01.egpack,game_t01889_ruby,,死体袋:ボデイバッグ,,尸袋,
ruby_term,母艦,1,母舰,沿用已有,yes,母舰,,030_UAF_DAY93_01.egpack,game_t00626_ruby,,母艦:フネ,,母舰,
ruby_term,母艦自体,1,母舰本身,沿用已有,yes,母舰本身,,020_UAF_DAY91_01.egpack,game_t00091_ruby,,母艦自体:ウチ,,母舰本身,
ruby_term,汚れ,1,污垢,沿用已有,yes,污垢,,020_UAF_DAY91_01.egpack,game_t00480_ruby,,汚れ:・・;臭い:・・,,污垢,
ruby_term,注意を怠るな,1,不得疏忽警戒,沿用已有,yes,不得疏忽警戒,,050_UAF_DAY95_01.egpack,game_t01687_ruby,,注意を怠るな:・・・・・・,,不得疏忽警戒,
ruby_term,海兵第３１８戦術機隊,1,海军陆战队第318战术机队,沿用已有,yes,海军陆战队第318战术机队,,090_UAF_DAY99_01.egpack,game_t03238_ruby,,海兵第３１８戦術機隊:ブラック・ナイヴス,,海军陆战队第318战术机队,
ruby_term,海兵隊第３１８戦術機隊,1,海军陆战队第318战术机队,沿用已有,yes,海军陆战队第318战术机队,,030_UAF_DAY93_01.egpack,game_t00738_ruby,,海兵隊第３１８戦術機隊:ブラック・ナイヴス,,海军陆战队第318战术机队,
ruby_term,海軍戦術機隊,1,海军战术机队,沿用已有,yes,海军战术机队,,090_UAF_DAY99_01.egpack,game_t03199_ruby,,海軍戦術機隊:レイジング・バスターズ,,海军战术机队,
ruby_term,物資,1,物资,沿用已有,yes,物资,,060_UAF_DAY96_01.egpack,game_t02576_ruby,,物資:リソース,,物资,
ruby_term,特技,1,特长,沿用已有,yes,特长,,040_UAF_DAY94_01.egpack,game_t01558_ruby,,特技:・・,,特长,
ruby_term,状況に鑑み,1,鉴于情况,沿用已有,yes,鉴于情况,,060_UAF_DAY96_01.egpack,game_t02451_ruby,,状況に鑑み:・・・・・,,鉴于情况,
ruby_term,生涯忠誠,1,终身忠诚,沿用已有,yes,终身忠诚,,090_UAF_DAY99_01.egpack,game_t03229_ruby,,生涯忠誠:センパー・ファイ;命を懸けて:ドゥ・オア・ダイ,,终身忠诚,
ruby_term,相棒,1,搭档,沿用已有,yes,搭档,,060_UAF_DAY96_01.egpack,game_t02645_ruby,,相棒:バディ,,搭档,
ruby_term,突撃,1,突击,沿用已有,yes,突击,,090_UAF_DAY99_01.egpack,game_t03214_ruby,,突撃:デストロイヤー,,突击,
ruby_term,第３１８戦術機隊は諦めない,1,第318战术机队绝不放弃,沿用已有,yes,第318战术机队绝不放弃,,020_UAF_DAY91_01.egpack,game_t00086_ruby,,第３１８戦術機隊は諦めない:ブラック・ナイヴス・ドント・クイット,,第318战术机队绝不放弃,
ruby_term,第５３６戦術機隊,1,第536战术机队,沿用已有,yes,第536战术机队,,040_UAF_DAY94_01.egpack,game_t00994_ruby,,第５３６戦術機隊:ブラディ・ナイトメア,,第536战术机队,
ruby_term,米軍,1,美军,沿用已有,yes,美军,,040_UAF_DAY94_01.egpack,game_t00987_ruby,,米軍:・・,,美军,
ruby_term,総員気をつけ,1,全员立正,沿用已有,yes,全员立正,,030_UAF_DAY93_01.egpack,game_t00664_ruby,,総員気をつけ:アテンション・オン・デック,,全员立正,
ruby_term,西洋風の名前をつけてまで,1,甚至取了西式名字,沿用已有,yes,甚至取了西式名字,,040_UAF_DAY94_01.egpack,game_t01229_ruby,,西洋風の名前をつけてまで:・・・・・・・・・・・・,,甚至取了西式名字,
ruby_term,認識票,1,身份牌,沿用已有,yes,身份牌,,050_UAF_DAY95_01.egpack,game_t01918_ruby,,認識票:ドッグタグ,,身份牌,
ruby_term,誰かが,1,有人,沿用已有,yes,有人,,040_UAF_DAY94_01.egpack,game_t01328_ruby,,誰かが:・・・,,有人,
ruby_term,識別票,1,识别牌,沿用已有,yes,识别牌,,050_UAF_DAY95_01.egpack,game_t01896_ruby,,識別票:ドッグタグ,,识别牌,
ruby_term,輸送任務,1,运输任务,沿用已有,yes,运输任务,,040_UAF_DAY94_01.egpack,game_t01497_ruby,,輸送任務:・・・・,,运输任务,
ruby_term,近接兵器,1,近接武器,沿用已有,yes,近接武器,,090_UAF_DAY99_02.egpack,game_t03493_ruby,,近接兵器:ＣＩＷＳ,,近接武器,
ruby_term,選択肢,1,选项,沿用已有,yes,选项,,060_UAF_DAY96_01.egpack,game_t02221_ruby,,選択肢:リソース,,选项,
ruby_term,重くても,1,再重也,沿用已有,yes,再重也,,020_UAF_DAY91_01.egpack,game_t00374_ruby,,重くても:・・・・,,再重也,
ruby_term,頭でっかち,1,头重脚轻,沿用已有,yes,头重脚轻,,030_UAF_DAY93_01.egpack,game_t00803_ruby,,頭でっかち:トップヘビー,,头重脚轻,
ruby_term,２機分隊行動,1,双机分队行动,沿用已有,yes,双机分队行动,,050_UAF_DAY95_01.egpack,game_t01867_ruby,,２機分隊行動:エレメント,,双机分队行动,
ruby_term,９６日が経ちました,1,已经过了96天,沿用已有,yes,已经过了96天,,060_UAF_DAY96_01.egpack,game_t02466_ruby,,９６日が経ちました:96th day after,,已经过了96天,
ruby_term,Ｆ－１８Ｅ,1,F-18E,沿用已有,yes,F-18E,,020_UAF_DAY91_01.egpack,game_t00318_ruby,,Ｆ－１８Ｅ:スーパーホーネット,,F-18E,
ruby_term,ＪＦＫ,1,JFK,沿用已有,yes,JFK,,040_UAF_DAY94_01.egpack,game_t00936_ruby,,ＪＦＫ:ビッグ・ケネディ,,JFK,
speaker_table_name,ウィル,1,威尔,沿用已有,yes,威尔,,__speakers__.egpack,game_s00001,,ウィル,,威尔,
speaker_table_name,ウィル・リリア,1,威尔·莉莉娅,沿用已有,yes,威尔·莉莉娅,,__speakers__.egpack,game_s00002,,ウィル・リリア,,威尔·莉莉娅,
speaker_table_name,オペレーター,1,操作员,沿用已有,yes,操作员,,__speakers__.egpack,game_s00003,,オペレーター,,操作员,
speaker_table_name,オールストン准将,1,奥尔斯顿准将,沿用已有,yes,奥尔斯顿准将,,__speakers__.egpack,game_s00004,,オールストン准将,,奥尔斯顿准将,
speaker_table_name,ダリル,1,达里尔,沿用已有,yes,达里尔,,__speakers__.egpack,game_s00005,,ダリル,,达里尔,
speaker_table_name,テイラー大将,1,泰勒大将,沿用已有,yes,泰勒大将,,__speakers__.egpack,game_s00006,,テイラー大将,,泰勒大将,
speaker_table_name,バスター１,1,破坏者1,沿用已有,yes,破坏者1,,__speakers__.egpack,game_s00007,,バスター１,,破坏者1,
speaker_table_name,バスター２,1,破坏者2,沿用已有,yes,破坏者2,,__speakers__.egpack,game_s00008,,バスター２,,破坏者2,
speaker_table_name,マクマナス中尉,1,麦克马纳斯中尉,沿用已有,yes,麦克马纳斯中尉,,__speakers__.egpack,game_s00009,,マクマナス中尉,,麦克马纳斯中尉,
speaker_table_name,メルヴィナ,1,梅尔维娜,沿用已有,yes,梅尔维娜,,__speakers__.egpack,game_s00010,,メルヴィナ,,梅尔维娜,
speaker_table_name,リリア,1,莉莉娅,沿用已有,yes,莉莉娅,,__speakers__.egpack,game_s00011,,リリア,,莉莉娅,
speaker_table_name,中尉,1,中尉,沿用已有,yes,中尉,,__speakers__.egpack,game_s00012,,中尉,,中尉,
speaker_table_name,少尉,1,少尉,沿用已有,yes,少尉,,__speakers__.egpack,game_s00014,,少尉,,少尉,
speaker_table_name,整備兵,1,整备兵,沿用已有,yes,整备兵,,__speakers__.egpack,game_s00015,,整備兵,,整备兵,
speaker_table_name,神宮司少佐,1,神宫司少佐,沿用已有,yes,神宫司少佐,,__speakers__.egpack,game_s00000,,神宮司少佐,,神宫司少佐,
speaker_table_name,航海長,1,航海长,沿用已有,yes,航海长,,__speakers__.egpack,game_s00016,,航海長,,航海长,
speaker_table_name,軍医,1,军医,沿用已有,yes,军医,,__speakers__.egpack,game_s00017,,軍医,,军医,
speaker_table_name,ＪＦＫオペレーター,1,JFK操作员,沿用已有,yes,JFK操作员,,__speakers__.egpack,game_s00018,,ＪＦＫオペレーター,,JFK操作员,
speaker_table_name,ＪＦＫオペレーター１,1,JFK操作员1,沿用已有,yes,JFK操作员1,,__speakers__.egpack,game_s00019,,ＪＦＫオペレーター１,,JFK操作员1,
speaker_table_name,ＪＦＫオペレーター２,1,JFK操作员2,沿用已有,yes,JFK操作员2,,__speakers__.egpack,game_s00020,,ＪＦＫオペレーター２,,JFK操作员2,
nickname,????,12,???,????,yes,???,,,,,,,???,Daryl/Melvina nickname for Will; do not render as ??/??/boy.
nickname,ウィル坊,12,小威尔,用户确认,yes,小威尔,,,,,,,小威尔,Daryl/Melvina nickname for Will; do not render as 少爷/小子/boy.
