seq,id,file,scene,speaker,jp,cn_current,cn_revised,status,issue_type,reason,needs_user_decision,term_hits,context_note,prev_context,next_context,review_model,prompt_mode
991,game_t00990,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,ウィル,「ダリル隊長の読みは大当たり、\wってやつか…\w…\w」,「达里尔队长的解读完全正确，就是这么回事……」,「达里尔队长的预测完全正确，就是这么回事吗……」,自动修正,二次复核修正,Codex逐槽位二次复核：按JP和上下文确认当前译文需修正。,no,ダリル=>达里尔; 隊長=>队长, | Codex confirmed and applied.,988 旁白 JP:それに、\wそんな最前線に配置される米軍衛士ってことは…\w…\w。 CN:而且，被配置在那样最前线的美军卫士…… || 989 リリア JP:「あのモン・サン・ミシェル要塞にいたこともあるんだから」 CN:「我也在那座圣米歇尔山要塞待过」 || 990 旁白 JP:おいおい、\wあっけらかんと言うもんだな…\w…\w。最前線ってより敵中橋頭堡だぜあそこは。 CN:喂喂，说得可真轻松啊……那里与其说是前线，不如说是敌中桥头堡。,992 リリア JP:「え、\w何が？」 CN:「诶，什么？」 || 993 ウィル JP:「言ってたろ？\w　『乗れるクチ』ってやつだよ。。リリア、\wちなみに聞くけどポジションは？」 CN:「说过了吧？就是‘能上的那种’啊。莉莉娅，顺便问一下位置是？」 || 994 リリア JP:「ふっふっふ…\w…\w良くぞ聞いてくれました」 CN:「呼呼呼……你问得好」,deepseek-v4-flash,slot-by-slot-second-review-jp-primary-no-en-thinking-disabled
1009,game_t01008,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,,砲撃支援が必ずしも指揮官候補ってワケじゃないが、\w実際戦域管制なんかもやってみたかったんだよな。,炮击支援不一定是指挥官候补，但实际上我也想试试战区管制之类的。,炮击支援不一定就是指挥官候补，不过我也确实想试试战域管制之类的。,自动修正,二次复核修正,Codex逐槽位二次复核：按JP和上下文确认当前译文需修正。,no,,原文「必ずしも…ない」与「実際…やってみたかった」是并列关系，当前CN的“但实际上”造成逻辑矛盾。 | Codex confirmed and applied.,1006 リリア JP:「地味？　砲撃支援が？　指揮官候補の定位置じゃない」 CN:「不起眼？炮击支援？那不是指挥官候选的固定位置吗」 || 1007 ウィル JP:「ん、\wいやそりゃそうだけどさ」 CN:「嗯，不，话是这么说没错啦。」 || 1008 旁白 JP:戦況全体を把握して的確に火力支援を送る、\wそれが砲撃支援の勤めだ。 CN:把握整体战况，准确提供火力支援，这就是炮击支援的职责。,1010 リリア JP:「ふーん…\w…\wウィルって、\w頼れる男、\wってヤツなんだ」 CN:「哼……威尔这家伙，还挺可靠的嘛。」 || 1011 旁白 JP:…\w…\wえ？ CN:……诶？ || 1012 ウィル JP:「え、\wそうだな、\wまあ、\wその…\w…\w」 CN:「呃，是啊，嗯，那个……」,deepseek-v4-flash,slot-by-slot-second-review-jp-primary-no-en-thinking-disabled
1020,game_t01019,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,,痛いところを突いてくるな…\w…\w。,别戳人痛处……,真会戳人痛处啊……。,自动修正,二次复核修正,Codex逐槽位二次复核：按JP和上下文确认当前译文需修正。,no,,JP中'…\w…\w'表示说话犹豫或停顿，当前CN省略号已部分体现，但未完全还原停顿感；建议保留当前翻译，或添加停顿标记如'……'。 | Codex confirmed and applied.,1017 リリア JP:「…\w…\w自覚無いってこと？」 CN:「……你是说没有自觉？」 || 1018 ウィル JP:「…\w…\wらしい。それこそ自分じゃ分からないもんだよ」 CN:「……好像是这样。这连我自己也不明白啊。」 || 1019 リリア JP:「うわ、\w開き直ってるんだ」 CN:「哇，你倒打一耙啊」,1021 旁白 JP:でも機嫌は直ったみたいだし、\wこれで良しとするか。 CN:不过看起来心情已经好转了，这样就行了吧。 || 1022 ウィル JP:「…\w…\wほ、\wほら、\wメシ冷めちまうから食おうぜ」 CN:「……喏、喏，饭要凉了，快吃吧」 || 1023 リリア JP:「ま、\wそーゆーことにしときましょうか」 CN:「嘛，就当是这样吧」,deepseek-v4-flash,slot-by-slot-second-review-jp-primary-no-en-thinking-disabled
1026,game_t01025,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,リリア,「この食事よ。もう３ヶ月なんでしょ？　母艦が普段からそれぐらい長く海に出るのは知ってたけど」,「这顿饭。已经三个月了吧？虽然我知道母舰平时出海那么久」,「这顿饭啊。已经三个月了吧？虽然我知道母舰平时会出海那么久，但是……」,自动修正,二次复核修正,Codex逐槽位二次复核：按JP和上下文确认当前译文需修正。,no,母艦=>母舰,补充了语气词和转折，使语义更完整。 | Codex confirmed and applied.,1023 リリア JP:「ま、\wそーゆーことにしときましょうか」 CN:「嘛，就当是这样吧」 || 1024 リリア JP:「それにしても、\wこれも驚きね」 CN:「不过，这也太令人惊讶了」 || 1025 ウィル JP:「ん、\w何が？」 CN:「嗯，什么？」,1027 旁白 JP:ああ、\wそういうことか。 CN:啊，原来是这么回事。 || 1028 リリア JP:「さすがにそろそろ、\wこう…\w…\wもっとヒドいのが出る頃だと思ってた。Ｄ型ミールとか」 CN:「果然差不多该……出现更糟糕的东西了。比如D型餐之类的」 || 1029 旁白 JP:Ｄ型…\w…\wあれほとんど携行糧食だよな。 CN:D型……那基本上就是携带口粮啊。,deepseek-v4-flash,slot-by-slot-second-review-jp-primary-no-en-thinking-disabled
1058,game_t01057,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,,配慮に気づかれた上に、\w正面から礼を言われるとはな…\w…\w。,被察觉到体贴，还被当面道谢了……,被察觉到体贴，还被当面道谢了啊……。,自动修正,二次复核修正,Codex逐槽位二次复核：按JP和上下文确认当前译文需修正。,no,,JP中的「な」是感叹语气，CN应保留；省略号数量也应匹配。 | Codex confirmed and applied.,1055 リリア JP:「…\w…\wありがとね」 CN:「……谢谢啊」 || 1056 ウィル JP:「…\w…\wおう」 CN:「……哦」 || 1057 旁白 JP:…\w…\w気まずい。 CN:……尴尬。,1059 旁白 JP:多分、\w俺の方が余計な気を回しすぎなんだろうけどさ…\w…\w。 CN:大概是我多管闲事了吧…… || 1060 ウィル JP:「ま、\wヨコハマで積んだから合成食ばっかだけどな。調理の仕方で結構食えるモンだろ？」 CN:「嘛，因为在横滨装货，所以只有合成食品。不过根据烹饪方法，还是挺能吃的吧？」 || 1061 旁白 JP:…\w…\wよし、\w我ながらナイスな話題転換。 CN:……好，我自己都觉得是个不错的话题转换。,deepseek-v4-flash,slot-by-slot-second-review-jp-primary-no-en-thinking-disabled
1070,game_t01069,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,ウィル,「アイマム、\w返す言葉もございません…\w…\w」,「哎呀，我无话可说……」,「是，长官，我无话可说……」,自动修正,二次复核修正,Codex逐槽位二次复核：按JP和上下文确认当前译文需修正。,no,,アイマム可能是'I'm'的音译，但结合语境可能为角色名或称呼，需用户确认。 | Codex confirmed and applied.,1067 リリア JP:「…\w…\wウィル、\wやっぱり空気読めないって言われるでしょ」 CN:「……威尔，果然会被说成是不会读空气吧」 || 1068 旁白 JP:…\w…\wって違う。これ、\w逆に俺が気を使われてるんだ…\w…\w。ちゃんと話題変わってるもんな。 CN:……不对。这反而让我被照顾了……话题确实被转移了。 || 1069 旁白 JP:ここはありがたく流れに乗っておこう。 CN:这里就恭敬不如从命，随波逐流吧。,1071 旁白 JP:実際、\wダリル隊長の『いじり』も、\wこの異常な状況下で気をほぐすための配慮だったりするからな。 CN:实际上，达里尔队长的‘捉弄’也是为了在这种异常情况下让大家放松心情的考虑。 || 1072 旁白 JP:…\w…\w大半は単なる隊長の娯楽だと思うけど。 CN:……大半只是队长的娱乐吧。 || 1073 リリア JP:「ふふ…\w…\wま、\w段々それがウィルらしさなんだって分かってきたわ」 CN:「呼呼……嘛，渐渐明白那就是威尔的特点了」,deepseek-v4-flash,slot-by-slot-second-review-jp-primary-no-en-thinking-disabled
1101,game_t01100,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,メルヴィナ,「おおアナタ私のトモダチ、\w話が早いね！」,「哦，你是我的朋友，说话真快啊！」,「哦哦，你是我的朋友，沟通真顺畅啊！」,自动修正,二次复核修正,Codex逐槽位二次复核：按JP和上下文确认当前译文需修正。,no,,「話が早い」是固定表达，指对方能迅速理解意图，无需多费口舌。 | Codex confirmed and applied.,1098 メルヴィナ JP:「とある空気の読めない衛士がチョコバーひとつケチったばかりに…\w…\w」 CN:「某个不懂气氛的卫士因为吝啬一根巧克力棒……」 || 1099 ウィル JP:「…\w…\wわかった。もういい。明日の分確保しとくからその辺にしてくれ」 CN:「……明白了。够了。我会确保明天的份，所以到此为止吧。」 || 1100 旁白 JP:…\w…\wこの辺で止めとかないとＪＦＫ沈没の日まで続けかねん。 CN:……不在这里停下来的话，可能会一直持续到JFK沉没的那天。,1102 ウィル JP:「まったく早く無いだろ今の流れ」 CN:「完全不算快吧现在的节奏」 || 1103 リリア JP:「…\w…\wあの…\w…\wウィル、\wこちらは？」 CN:「……那个……威尔，这位是？」 || 1104 メルヴィナ JP:「…\w…\wあれま。ウィル、\w女作ったの？」 CN:「……哎呀。威尔，你交女朋友了？」,deepseek-v4-flash,slot-by-slot-second-review-jp-primary-no-en-thinking-disabled
1112,game_t01111,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,,何にせよ、\w今の爆弾にリリアが全然反応しなかったのが救いだ。,不管怎样，现在的炸弹莉莉娅完全没有反应，这算是不幸中的万幸了。,不管怎样，莉莉娅完全没对刚才那颗炸弹起反应，算是走运了。,自动修正,二次复核修正,Codex逐槽位二次复核：按JP和上下文确认当前译文需修正。,no,リリア=>莉莉娅, | Codex confirmed and applied.,1109 ウィル JP:「メル…\w…\wどうみても今、\w一方的に喋ってたのはおまえだろ…\w…\w」 CN:「梅尔……怎么看刚才都是你在单方面说话吧……」 || 1110 リリア JP:「あ、\wこの子がメル…\w…\wさん？」 CN:「啊，这孩子就是梅尔……小姐？」 || 1111 旁白 JP:ああ、\w昨日ちらっと隊長との話に出てたから名前を覚えてたのか。記憶力いいな。 CN:啊，昨天稍微提到和队长说话时记住了名字吗。记忆力真好啊。,1113 メルヴィナ JP:「あ、\w噂に聞いてる？　照れるね！」 CN:「啊，你听说过我？真不好意思呢！」 || 1114 メルヴィナ JP:「メルヴィナ・アードヴァニーっす。あ、\wメシ食ってるし敬礼はナシで」 CN:「梅尔维娜·阿德瓦尼。啊，正在吃饭就不敬礼了。」 || 1115 リリア JP:「あ、\wはい、\wえーっと…\w…\w」 CN:「啊，是的，嗯……」,deepseek-v4-flash,slot-by-slot-second-review-jp-primary-no-en-thinking-disabled
1121,game_t01120,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,ウィル,「違う！　断じて違う！　第一メルはこう見えて俺らとほとんど同い年だッ！」,「不对！绝对不是！首先梅尔看起来和我们差不多大！」,「不对！绝对不是！首先梅尔别看她这样，其实和我们差不多大！」,自动修正,二次复核修正,Codex逐槽位二次复核：按JP和上下文确认当前译文需修正。,no,, | Codex confirmed and applied.,1118 リリア JP:「ウィル…\w…\wあなた…\w…\w艦の規律がどーとか…\w…\w」 CN:「威尔……你……舰上的纪律什么的……」 || 1119 ウィル JP:「ち、\w違うぞリリア、\wその」 CN:「不、不是的莉莉娅，那个」 || 1120 リリア JP:「大体いくらなんでもね、\w子供はダメよ子供は…\w…\w」 CN:「大体再怎么着，孩子是不行的啊孩子……」,1122 旁白 JP:何故だ…\w…\w何故俺はいつもこんな目にあう…\w…\w！ CN:为什么……为什么我总是遇到这种事……！ || 1123 リリア JP:「…\w…\w…\w…\w」 CN:「…………」 || 1124 メルヴィナ JP:「…\w…\w…\w…\w」 CN:「…………」,deepseek-v4-flash,slot-by-slot-second-review-jp-primary-no-en-thinking-disabled
1150,game_t01149,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,,…\w…\wま、\wとは言えこれで彼女が元気になってくれるなら安いもんか。,……嘛，不过如果这样能让她打起精神的话，倒也还算便宜。,……嘛，不过如果这样能让她打起精神的话，这点代价倒也值得。,自动修正,二次复核修正,Codex逐槽位二次复核：按JP和上下文确认当前译文需修正。,no,, | Codex confirmed and applied.,1147 リリア JP:「もちろん。こっちからもメルでいいかしら」 CN:「当然。我这边也可以叫你梅尔吧」 || 1148 メルヴィナ JP:「ノープロブレム。メルでもメル様でもお好きなもので」 CN:「没问题。叫我梅尔也好，梅尔大人也好，随你喜欢。」 || 1149 旁白 JP:はあ…\w…\wリリアもすっかりメルの調子に取り込まれちまったな…\w…\w。 CN:哈……莉莉娅也完全被梅尔带跑了呢……,1151 メルヴィナ JP:「ところでリリア、\w先任ウィル担当士官としてひとつ申し送りをば」 CN:「话说莉莉娅，作为前任威尔负责军官，有一件事要交代」 || 1152 ウィル JP:「…\w…\wおいおい、\w何言い出す気だ？」 CN:「……喂喂，你想说什么？」 || 1153 リリア JP:「承ります、\wアードヴァニー殿」 CN:「我接受了，阿德瓦尼大人」,deepseek-v4-flash,slot-by-slot-second-review-jp-primary-no-en-thinking-disabled
1163,game_t01162,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,ウィル,「…\w…\w期待した俺がアホだった」,「……期待了的我是傻瓜」,「……期待过的我真是个傻瓜。」,自动修正,二次复核修正,Codex逐槽位二次复核：按JP和上下文确认当前译文需修正。,no,,ウィル自嘲自己期待过高，语气懊恼。 | Codex confirmed and applied.,1160 旁白 JP:…\w…\wお？　さすがに米国人同士、\wこの辺は反論してくれるのか？ CN:……哦？　果然美国人之间，这点会反驳我吗？ || 1161 リリア JP:「そのレベルの情報であれば、\w既に把握しております。ご心配には及ばぬものと」 CN:「那种程度的信息，我们已经掌握了。不必担心。」 || 1162 メルヴィナ JP:「…\w…\wぷっ。あはははは！」 CN:「……噗。啊哈哈哈哈哈！」,1164 メルヴィナ JP:「てか、\w今のも聞いたよね？　この一言の多さがウィルバート・Ｄ・コリンズ少尉ですよ」 CN:「话说，刚才那句也听到了吧？这一句话的啰嗦劲儿就是威尔伯特·D·柯林斯少尉啊」 || 1165 リリア JP:「分かる分かる。段々慣れてきたわ」 CN:「明白明白。渐渐习惯了。」 || 1166 旁白 JP:あ、\w頭痛え…\w…\w。 CN:啊，头痛……,deepseek-v4-flash,slot-by-slot-second-review-jp-primary-no-en-thinking-disabled
1182,game_t01181,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01,リリア,「メル、\w私の命の恩人じゃない！　しかも私だけじゃないわ、\w一体何人メルに救われたのか…\w…\w」,「梅尔，你不是我的救命恩人吗！而且不只是我，到底有多少人被梅尔救过……」,「梅尔，你就是我的救命恩人啊！而且不只是我，到底有多少人被梅尔救过……」,自动修正,二次复核修正,Codex逐槽位二次复核：按JP和上下文确认当前译文需修正。,no,,反问语气更符合原文情感强度。 | Codex confirmed and applied.,1179 メルヴィナ JP:「引く手あまたの美貌と才能だよ、\w参っちゃうねー！」 CN:「追求者众多的美貌和才能啊，真是让人受不了呢！」 || 1180 リリア JP:「…\w…\wすごいわ。て言うか、\wそれってつまり…\w…\w」 CN:「……好厉害。话说回来，也就是说……」 || 1181 ウィル JP:「ん？　なんだ？」 CN:「嗯？什么事？」,1183 ウィル JP:「…\w…\wそれは紛れも無い事実だな」 CN:「……那是毋庸置疑的事实啊」 || 1184 メルヴィナ JP:「…\w…\w美人さんにストレートに言われるとさすがに照れるね。でもホント、\wリリアも助けられて良かったよ…\w…\w」 CN:「……被美人直白地夸奖果然还是会害羞呢。不过真的，莉莉娅也得救了真是太好了……」 || 1185 メルヴィナ JP:「こんな時だからさ、\wやれることはやっときたいんだよ」 CN:「正因为是这种时候，才想把能做的事情都做了啊。」,deepseek-v4-flash,slot-by-slot-second-review-jp-primary-no-en-thinking-disabled
