sample_no,sample_group,group_label,call_order,egpack,xml,scene,id,speaker_id,speaker_jp,jp,hit_terms,has_ruby_attr,cn_final,review_status,uncertain_for_user
135,proper_noun_dense,??????,710,030_UAF_DAY93_01.egpack,030_UAF_DAY93_01.xml,030_UAF_DAY93_01,game_t00709,game_s00004,オールストン准将,「以来２ヶ月、\w艦の復旧作業を試みたがいずれも失敗」,オールストン准将=>奥尔斯顿准将; 准将=>准将,no,「此后两个月，\w我们尝试修复本舰，但均以失败告终」,auto_fixed,
136,proper_noun_dense,??????,711,030_UAF_DAY93_01.egpack,030_UAF_DAY93_01.xml,030_UAF_DAY93_01,game_t00710,game_s00004,オールストン准将,「ブルーオーシャン作戦発動時より発生していた長距離通信障害も回復しておらず、\w現在、\w我々は孤立した状況にある」,ブルーオーシャン作戦=>蓝海作战; ブルーオーシャン=>蓝海; オールストン准将=>奥尔斯顿准将; 准将=>准将,no,「蓝海作战发动时起发生的长距离通信障碍也尚未恢复，\w目前，\w我们处于孤立状态」,auto_fixed,
137,proper_noun_dense,??????,712,030_UAF_DAY93_01.egpack,030_UAF_DAY93_01.xml,030_UAF_DAY93_01,game_t00711,game_s00004,オールストン准将,「…\w…\wここまでのところは、\w貴官が遭遇した事態の推移と、\w大きな差異はないものと思う」,オールストン准将=>奥尔斯顿准将; 准将=>准将,no,「…\w…\w到这里为止，\w我认为与贵官遭遇的事态演变，\w没有太大差异」,auto_fixed,
138,proper_noun_dense,??????,713,030_UAF_DAY93_01.egpack,030_UAF_DAY93_01.xml,030_UAF_DAY93_01,game_t00712,game_s00011,リリア,「は。ございません」,リリア=>莉莉娅,no,「是。没有」,auto_fixed,
139,proper_noun_dense,??????,714,030_UAF_DAY93_01.egpack,030_UAF_DAY93_01.xml,030_UAF_DAY93_01,game_t00713,,,大海崩自体は全ての海洋で同時に起きたと推測されてるからな。,大海崩=>大海崩,no,大海崩本身被推测是在所有海洋同时发生的。,auto_fixed,
140,proper_noun_dense,??????,715,030_UAF_DAY93_01.egpack,030_UAF_DAY93_01.xml,030_UAF_DAY93_01,game_t00714,,,戦術機母艦と補給艦という大きな違いこそあれ、\w俺らとリリアの乗り越えてきたもの自体は似たようなものだ。,リリア=>莉莉娅; 母艦=>母舰,no,虽然战术机母舰和补给舰之间有着巨大的差异，\w但我们与莉莉娅所跨越的困难本质上是相似的。,auto_fixed,
141,proper_noun_dense,??????,716,030_UAF_DAY93_01.egpack,030_UAF_DAY93_01.xml,030_UAF_DAY93_01,game_t00715,game_s00004,オールストン准将,「我々はこの地をケネディ海軍駐留拠点と命名。現在、\w生き残った艦載機を中心に哨戒を行い、\w同様に漂流を続ける友軍の救難、\w集結に着手している」,オールストン准将=>奥尔斯顿准将; 海軍駐留拠点=>海军驻留据点; ケネディ=>肯尼迪; 海軍=>海军; 准将=>准将; 友軍=>友军,no,「我们将此地命名为肯尼迪海军驻留据点。现在，\w以幸存下来的舰载机为主进行巡逻，\w同时展开对仍在漂流中的友军的营救，\w并着手集结。」,auto_fixed,
142,proper_noun_dense,??????,717,030_UAF_DAY93_01.egpack,030_UAF_DAY93_01.xml,030_UAF_DAY93_01,game_t00716,game_s00011,リリア,「…\w…\w…\w…\w」,リリア=>莉莉娅,no,「…\w…\w…\w…\w」,auto_fixed,
143,proper_noun_dense,??????,718,030_UAF_DAY93_01.egpack,030_UAF_DAY93_01.xml,030_UAF_DAY93_01,game_t00717,game_s00004,オールストン准将,「現時点において、\w合衆国海軍艦船３隻が当拠点への集結に成功、\w懸かる状況に鑑み、\w我が母艦打撃群の指揮下に編入している」,オールストン准将=>奥尔斯顿准将; 状況に鑑み=>鉴于情况; 合衆国=>合众国; 海軍=>海军; 准将=>准将; 母艦=>母舰,no,「截至目前，\w合众国海军舰船3艘已成功集结至本据点，\w鉴于当前情况，\w编入我母舰打击群指挥之下」,auto_fixed,
144,proper_noun_dense,??????,719,030_UAF_DAY93_01.egpack,030_UAF_DAY93_01.xml,030_UAF_DAY93_01,game_t00718,game_s00004,オールストン准将,「加えて、\wオーストラリア海軍駆逐艦、\wＨＭＡＳ『シドニー』を発見」,オールストン准将=>奥尔斯顿准将; オーストラリア=>澳大利亚; シドニー=>悉尼; 海軍=>海军; 准将=>准将,no,「此外，\w发现澳大利亚海军驱逐舰，\w HMAS『悉尼』」,auto_fixed,
145,proper_noun_dense,??????,720,030_UAF_DAY93_01.egpack,030_UAF_DAY93_01.xml,030_UAF_DAY93_01,game_t00719,game_s00004,オールストン准将,「シドニー側指揮官と協議の結果、\w一時的に多国籍軍を編成、\w彼らもまた我々の指揮下に入る事になった」,オールストン准将=>奥尔斯顿准将; シドニー=>悉尼; 准将=>准将,no,「与悉尼方面指挥官协商后，\w临时编成多国部队，\w他们也将纳入我方指挥。」,auto_fixed,
146,proper_noun_dense,??????,721,030_UAF_DAY93_01.egpack,030_UAF_DAY93_01.xml,030_UAF_DAY93_01,game_t00720,game_s00004,オールストン准将,「これはすなわち、\w現在オーストラリア軍司令部及び本国もまた、\w消息が不明、\wということでもある」,オールストン准将=>奥尔斯顿准将; オーストラリア=>澳大利亚; 司令部=>司令部; 本国=>本国; 准将=>准将,no,「也就是说，\w现在澳大利亚军司令部和本国也都\w处于消息不明的状态。」,auto_fixed,
147,proper_noun_dense,??????,722,030_UAF_DAY93_01.egpack,030_UAF_DAY93_01.xml,030_UAF_DAY93_01,game_t00721,game_s00011,リリア,「…\w…\w…\w…\w」,リリア=>莉莉娅,no,「…\w…\w…\w…\w」,auto_fixed,
148,proper_noun_dense,??????,723,030_UAF_DAY93_01.egpack,030_UAF_DAY93_01.xml,030_UAF_DAY93_01,game_t00722,game_s00004,オールストン准将,「また本国及び国連司令部との連絡回復を目的とし、\w４艦の中でも最も損害が少なく、\w最新鋭艦でもあるズムウォルト級駆逐艦 『キング』を連絡艦に任命」,オールストン准将=>奥尔斯顿准将; ズムウォルト=>朱姆沃尔特; 司令部=>司令部; キング=>国王号; 本国=>本国; 准将=>准将; 国連=>联合国,no,「此外，为恢复与本国及联合国司令部的联络，\w任命4舰中受损最轻，\w同时也是最新锐舰的朱姆沃尔特级驱逐舰『国王号』为联络舰」,auto_fixed,
149,proper_noun_dense,??????,724,030_UAF_DAY93_01.egpack,030_UAF_DAY93_01.xml,030_UAF_DAY93_01,game_t00723,game_s00004,オールストン准将,「他艦に残存する燃料を集約し、\w先月１５日、\wブルーオーシャン作戦における集結予定地であるハワイ方面へと送り出した」,ブルーオーシャン作戦=>蓝海作战; ブルーオーシャン=>蓝海; オールストン准将=>奥尔斯顿准将; 集結予定地=>预定集结地点; ハワイ=>夏威夷; 准将=>准将; 先月=>上个月,no,「汇集其他舰艇残存燃料，\w于上个月15日，\w将其派往蓝海作战的预定集结地点，即夏威夷方向」,auto_fixed,
150,proper_noun_dense,??????,725,030_UAF_DAY93_01.egpack,030_UAF_DAY93_01.xml,030_UAF_DAY93_01,game_t00724,game_s00004,オールストン准将,「以後、\w未だキングからの連絡は無い」,オールストン准将=>奥尔斯顿准将; キング=>国王号; 准将=>准将,no,「此后，\w仍未收到国王号的联络」,auto_fixed,
151,speaker_ruby_system,speaker/ruby/????,1497,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01.xml,040_UAF_DAY94_01,game_t01496,game_s00001,ウィル,「…\w…\w…\w…\w」,ウィル=>威尔,no,「…\w…\w…\w…\w」,auto_fixed,
152,speaker_ruby_system,speaker/ruby/????,1498,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01.xml,040_UAF_DAY94_01,game_t01497,game_s00011,リリア,「輸送任務、\wよね」,輸送任務=>运输任务; リリア=>莉莉娅,yes,「运输任务，\w对吧」,auto_fixed,
153,speaker_ruby_system,speaker/ruby/????,1499,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01.xml,040_UAF_DAY94_01,game_t01498,game_s00001,ウィル,「…\w…\w…\w…\w」,ウィル=>威尔,no,「…\w…\w…\w…\w」,auto_fixed,
154,speaker_ruby_system,speaker/ruby/????,1500,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01.xml,040_UAF_DAY94_01,game_t01499,game_s00011,リリア,「どうあっても日本帝国から持ち出したかったモノか、\wデータか…\w…\w」,日本帝国=>日本帝国; リリア=>莉莉娅,yes,「无论如何都想从日本帝国带出来的东西，\w或者数据…\w…\w」,auto_fixed,
155,speaker_ruby_system,speaker/ruby/????,1501,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01.xml,040_UAF_DAY94_01,game_t01500,game_s00001,ウィル,「…\w…\wその辺にしとけよ」,ウィル=>威尔,no,「…\w…\w说到这就行了」,auto_fixed,
156,speaker_ruby_system,speaker/ruby/????,1502,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01.xml,040_UAF_DAY94_01,game_t01501,game_s00011,リリア,「それが捜索任務よりもどれだけ重要っていうわけ？」,リリア=>莉莉娅,no,「那到底比搜索任务重要多少？」,auto_fixed,
157,speaker_ruby_system,speaker/ruby/????,1503,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01.xml,040_UAF_DAY94_01,game_t01502,game_s00001,ウィル,「…\w…\wリリア」,リリア=>莉莉娅; ウィル=>威尔,no,「…\w…\w莉莉娅」,auto_fixed,
158,speaker_ruby_system,speaker/ruby/????,1504,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01.xml,040_UAF_DAY94_01,game_t01503,,,…\w…\wなるほどな、\wそこで繋がってくるわけか。でもな…\w…\w,,no,…\w…\w原来如此，\w是这样连起来的啊。可是…\w…\w,auto_fixed,
159,speaker_ruby_system,speaker/ruby/????,1505,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01.xml,040_UAF_DAY94_01,game_t01504,game_s00011,リリア,「ＢＥＴＡはいない、\w何処かに行けるわけでもない、\wこの状況下で捜索と救助以外にどんな任務があるっていうわけ！？」,ＢＥＴＡ=>BETA; リリア=>莉莉娅,no,「没有BETA，\w也不是能去哪里，\w这种状况下除了搜索和救助还能有什么任务！？」,auto_fixed,
160,speaker_ruby_system,speaker/ruby/????,1506,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01.xml,040_UAF_DAY94_01,game_t01505,game_s00001,ウィル,「――リリア・シェルベリ少尉！」,リリア・シェルベリ=>莉莉娅·谢尔贝里; リリア・シェル=>莉莉娅·谢尔; シェルベリ=>谢尔贝里; リリア=>莉莉娅; ウィル=>威尔; 少尉=>少尉,no,「――莉莉娅·谢尔贝里少尉！」,auto_fixed,
161,speaker_ruby_system,speaker/ruby/????,1507,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01.xml,040_UAF_DAY94_01,game_t01506,game_s00011,リリア,「…\w…\wッ！」,リリア=>莉莉娅,no,「…\w…\w！」,auto_fixed,
162,speaker_ruby_system,speaker/ruby/????,1508,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01.xml,040_UAF_DAY94_01,game_t01507,game_s00001,ウィル,「同じ海兵隊員だろ？　黙ってるんだから察しろよ！　言えないんだよ！」,海兵隊員=>海军陆战队员; ウィル=>威尔; 海兵隊=>海军陆战队,no,「同样是海军陆战队员吧？我不说，你就该明白啊！没法说出口啊！」,auto_fixed,
163,speaker_ruby_system,speaker/ruby/????,1509,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01.xml,040_UAF_DAY94_01,game_t01508,game_s00011,リリア,「どうしてよ！？　それこそ同じ海兵隊同士、\w同じ隊に配属されたのよ！？」,海兵隊同士=>海军陆战队同僚; リリア=>莉莉娅; 海兵隊=>海军陆战队,no,「为什么啊！？正因同样是海军陆战队同僚，\w才被分配到同一支部队的啊！？」,auto_fixed,
164,speaker_ruby_system,speaker/ruby/????,1510,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01.xml,040_UAF_DAY94_01,game_t01509,game_s00001,ウィル,「いいか…\w…\w今から言うことがどうしても信じられないなら隊長に聞け」,ウィル=>威尔; 隊長=>队长,no,「听好了…\w…\w如果你无论如何都不相信我接下来要说的话，就去问队长」,auto_fixed,
165,speaker_ruby_system,speaker/ruby/????,1511,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01.xml,040_UAF_DAY94_01,game_t01510,,,クソッ…\w…\wこれはこれでさっきとは話が別だ。,クソ=>该死,no,该死…\w…\w这个是这个，跟刚才那事是两码事。,ok,粗口强度需实机语气确认
166,speaker_ruby_system,speaker/ruby/????,1512,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01.xml,040_UAF_DAY94_01,game_t01511,,,リリアのさっきの提案はムカつくが…\w…\wかと言って、\wこの話はこいつのそういう提案とは何の関係もない。,リリア=>莉莉娅,no,莉莉娅刚才的提议让人火大…\w…\w但话说回来，\w这件事和她那种提议没有任何关系。,auto_fixed,
167,speaker_ruby_system,speaker/ruby/????,1513,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01.xml,040_UAF_DAY94_01,game_t01512,,,本当ならこんなタイミングで話をして…\w…\w関係をややこしくはしたくない。,,no,本来我不想在这种时机谈…\w…\w不想把关系弄复杂。,auto_fixed,
168,speaker_ruby_system,speaker/ruby/????,1514,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01.xml,040_UAF_DAY94_01,game_t01513,game_s00001,ウィル,「でもな、\w多分隊長も俺と同じ答えしか返せない。俺はこんなことで隊の結束を崩したくない」,多分隊長=>大概是队长; ウィル=>威尔; 隊長=>队长,no,「可是啊，\w大概队长也只能给出和我相同的回答。我不想因为这种事破坏队伍的团结。」,auto_fixed,
169,speaker_ruby_system,speaker/ruby/????,1515,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01.xml,040_UAF_DAY94_01,game_t01514,,,でもこの状況だ…\w…\w話さざるを得ない…\w…\w。,,no,可在这种状况下…\w…\w不得不说…\w…\w。,auto_fixed,
170,speaker_ruby_system,speaker/ruby/????,1516,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01.xml,040_UAF_DAY94_01,game_t01515,game_s00001,ウィル,「せめて…\w…\w俺とおまえの間に留めてくれ」,ウィル=>威尔,no,「至少…\w…\w只留在你我之间」,auto_fixed,
171,speaker_ruby_system,speaker/ruby/????,1517,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01.xml,040_UAF_DAY94_01,game_t01516,,,まったく、\w悩みを簡単に増やしてくれやがって…\w…\w。,,no,真是的，\w你可真会轻易增加我的烦恼…\w…\w。,auto_fixed,
172,speaker_ruby_system,speaker/ruby/????,1518,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01.xml,040_UAF_DAY94_01,game_t01517,game_s00011,リリア,「…\w…\w分かったから言いなさいよ」,リリア=>莉莉娅,no,「…\w…\w我知道了，你说吧」,auto_fixed,
173,speaker_ruby_system,speaker/ruby/????,1519,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01.xml,040_UAF_DAY94_01,game_t01518,,,…\w…\w正直、\w気が重い。淡々と説明するか。,,no,…\w…\w老实说，\w心情很沉重。还是淡淡说明吧。,auto_fixed,
174,speaker_ruby_system,speaker/ruby/????,1520,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01.xml,040_UAF_DAY94_01,game_t01519,game_s00001,ウィル,「少尉は海軍の捜索任務協力の一環として隊に編入された。本来の命令が少尉に及ぶ、\wという確認は取れていない」,ウィル=>威尔; 少尉=>少尉; 海軍=>海军,no,「少尉是作为协助海军搜索任务的一环被编入队里的。我们还没有确认\w原本的命令是否适用于少尉」,auto_fixed,
175,speaker_ruby_system,speaker/ruby/????,1521,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01.xml,040_UAF_DAY94_01,game_t01520,game_s00011,リリア,「…\w…\wどういう意味よ」,リリア=>莉莉娅,no,「…\w…\w什么意思」,auto_fixed,
176,speaker_ruby_system,speaker/ruby/????,1522,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01.xml,040_UAF_DAY94_01,game_t01521,game_s00001,ウィル,「…\w…\w少尉の機密開示証明が俺たちには確認出来ない。隊長にも、\w多分艦長にもだ」,機密開示証明=>安全许可; ウィル=>威尔; 隊長=>队长; 少尉=>少尉; 艦長=>舰长,yes,「…\w…\w我们无法确认少尉的安全许可。队长不行，\w恐怕舰长也不行」,auto_fixed,
177,speaker_ruby_system,speaker/ruby/????,1523,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01.xml,040_UAF_DAY94_01,game_t01522,game_s00011,リリア,「…\w…\w…\w…\w！」,リリア=>莉莉娅,no,「…\w…\w…\w…\w！」,auto_fixed,
178,speaker_ruby_system,speaker/ruby/????,1524,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01.xml,040_UAF_DAY94_01,game_t01523,,,機密開示証明。,機密開示証明=>安全许可,yes,安全许可。,auto_fixed,
179,speaker_ruby_system,speaker/ruby/????,1525,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01.xml,040_UAF_DAY94_01,game_t01524,,,米軍、\wいや米国政府全体で定められている機密情報へのアクセス資格だ。,米国=>美国; 米軍=>美军,no,这是美军，\w不，是美国政府整体规定的机密信息访问资格。,auto_fixed,
180,speaker_ruby_system,speaker/ruby/????,1526,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01.xml,040_UAF_DAY94_01,game_t01525,,,これが確認できない限り、\w今回の『警護任務』の話をすることはできない。,,no,只要无法确认这一点，\w就不能谈这次『警护任务』。,auto_fixed,
181,speaker_ruby_system,speaker/ruby/????,1527,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01.xml,040_UAF_DAY94_01,game_t01526,,,…\w…\w本来、\w海兵隊の衛士って時点で一定レベルの資格はクリアしてるんだが、\wリリアの場合――,リリア=>莉莉娅; 海兵隊=>海军陆战队,no,…\w…\w本来，\w既然是海军陆战队的卫士，就已经通过了一定等级的资格，\w但莉莉娅的情况――,auto_fixed,
182,speaker_ruby_system,speaker/ruby/????,1528,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01.xml,040_UAF_DAY94_01,game_t01527,game_s00001,ウィル,「この状況じゃ本国の兵員データベースにアクセスできない、\w強化装備にその手の情報は入ってない。そして…\w…\w」,データベース=>数据库; ウィル=>威尔; 本国=>本国,no,「在这种情况下，无法访问本国的兵员数据库，\w强化装备里没有那类信息。而且…\w…\w」,auto_fixed,
183,speaker_ruby_system,speaker/ruby/????,1529,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01.xml,040_UAF_DAY94_01,game_t01528,game_s00011,リリア,「…\w…\w…\w…\w」,リリア=>莉莉娅,no,「…\w…\w…\w…\w」,auto_fixed,
184,speaker_ruby_system,speaker/ruby/????,1530,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01.xml,040_UAF_DAY94_01,game_t01529,game_s00001,ウィル,「少尉は、\w仮国籍保有者の可能性が、\wある…\w…\w」,ウィル=>威尔; 少尉=>少尉,no,「少尉有可能是\w临时国籍持有者，\w有这个可能…\w…\w」,auto_fixed,
185,speaker_ruby_system,speaker/ruby/????,1531,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01.xml,040_UAF_DAY94_01,game_t01530,,,例外は、\w国籍取得予定者の資格で海兵隊衛士になってる奴だ。…\w…\wリリアのように。,リリア=>莉莉娅; 海兵隊=>海军陆战队,no,例外是，\w以预定取得国籍者资格成为海军陆战队卫士的人。…\w…\w就像莉莉娅。,auto_fixed,
186,speaker_ruby_system,speaker/ruby/????,1532,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01.xml,040_UAF_DAY94_01,game_t01531,game_s00011,リリア,「…\w…\w気づいてたのね」,リリア=>莉莉娅,no,「…\w…\w你注意到了啊」,auto_fixed,
187,speaker_ruby_system,speaker/ruby/????,1533,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01.xml,040_UAF_DAY94_01,game_t01532,game_s00001,ウィル,「勘違いするなよ。俺自身はどうこう思っちゃいないし、\w本来隠すことですらない。正純米国主義なんて興味も無い」,正純米国主義=>纯正美国主义; ウィル=>威尔; 米国=>美国,yes,「别误会。我自己并不是有什么看法，\w这本来也不是需要隐瞒的事。我对纯正美国主义之类也没兴趣」,auto_fixed,
188,speaker_ruby_system,speaker/ruby/????,1534,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01.xml,040_UAF_DAY94_01,game_t01533,game_s00011,リリア,「…\w…\wあら。ありがとう、\wって言うべきかしら」,リリア=>莉莉娅,no,「…\w…\w哎呀。我是不是该说声谢谢，\w呢」,auto_fixed,
189,speaker_ruby_system,speaker/ruby/????,1535,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01.xml,040_UAF_DAY94_01,game_t01534,game_s00001,ウィル,「…\w…\wやめてくれよ、\wそれを言ったらメルだって難民２世だ」,ウィル=>威尔,no,「…\w…\w别这么说啊，\w要这么讲，梅尔也是第二代难民」,auto_fixed,
190,speaker_ruby_system,speaker/ruby/????,1536,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01.xml,040_UAF_DAY94_01,game_t01535,,,…\w…\wこれだから、\wこの話をするのは嫌だったんだ。,,no,…\w…\w所以，\w我才讨厌谈这件事。,auto_fixed,
191,speaker_ruby_system,speaker/ruby/????,1537,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01.xml,040_UAF_DAY94_01,game_t01536,,,俺の側にその気がなくても、\w相手がリリアみたいな難民の出で、\w俺が代々の米国市民ってだけで、\w全ての台詞が上から目線の嫌味になっちまう。,リリア=>莉莉娅; 米国=>美国,no,即使我没有那个意思，\w对方是像莉莉娅那样的难民出身，\w仅因为我是世代的美国公民，\w所有的话都变成了居高临下的挖苦。,ok,
192,speaker_ruby_system,speaker/ruby/????,1538,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01.xml,040_UAF_DAY94_01,game_t01537,game_s00011,リリア,「…\w…\w…\w…\w」,リリア=>莉莉娅,no,「…\w…\w…\w…\w」,auto_fixed,
193,speaker_ruby_system,speaker/ruby/????,1539,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01.xml,040_UAF_DAY94_01,game_t01538,game_s00001,ウィル,「俺は海兵隊員で、\wリリアも海兵隊員。我ら海兵隊、\wそれ以外の何者でもない」,海兵隊員=>海军陆战队员; リリア=>莉莉娅; ウィル=>威尔; 海兵隊=>海军陆战队,no,「我是海军陆战队员，\w莉莉娅也是海军陆战队员。我们是海军陆战队，\w除此之外什么都不是」,auto_fixed,
194,speaker_ruby_system,speaker/ruby/????,1540,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01.xml,040_UAF_DAY94_01,game_t01539,,,頼む…\w…\w海兵隊員なら、\wこの論法で収まるはずだ…\w…\w。,海兵隊員=>海军陆战队员; 海兵隊=>海军陆战队,no,拜托…\w…\w海军陆战队员的话，\w这个逻辑应该能说得通…\w…\w。,ok,
195,speaker_ruby_system,speaker/ruby/????,1541,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01.xml,040_UAF_DAY94_01,game_t01540,,,それに、\wこれは俺の心底本当の気持ちでもある…\w…\w。,,no,而且，\w这也是我发自内心的真实想法…\w…\w。,auto_fixed,
196,speaker_ruby_system,speaker/ruby/????,1542,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01.xml,040_UAF_DAY94_01,game_t01541,game_s00011,リリア,「…\w…\wごめんなさい、\wそこは素直に謝るわ」,リリア=>莉莉娅,no,「…\w…\w对不起，\w这一点我会坦率道歉」,auto_fixed,
197,speaker_ruby_system,speaker/ruby/????,1543,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01.xml,040_UAF_DAY94_01,game_t01542,game_s00001,ウィル,「…\w…\w助かる」,ウィル=>威尔,no,「…\w…\w帮大忙了」,auto_fixed,
198,speaker_ruby_system,speaker/ruby/????,1544,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01.xml,040_UAF_DAY94_01,game_t01543,,,ふう…\w…\w。,,no,呼…\w…\w。,auto_fixed,
199,speaker_ruby_system,speaker/ruby/????,1545,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01.xml,040_UAF_DAY94_01,game_t01544,,,しかし…\w…\w何でこんな事になっちまったんだ…\w…\w？,,no,可是…\w…\w为什么会变成这样…\w…\w？,auto_fixed,
200,speaker_ruby_system,speaker/ruby/????,1546,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01.xml,040_UAF_DAY94_01,game_t01545,game_s00011,リリア,「…\w…\w…\w…\w」,リリア=>莉莉娅,no,「…\w…\w…\w…\w」,auto_fixed,
